File,Link
./docs/fa21_weisgall_benjamin_final-project-architecture-workshop.md,https://doi.org/10.2307/1512771
./docs/fa21_weisgall_benjamin_final-project-architecture-workshop.md,https://clio.columbia.edu/catalog/7031831?counter=1
./docs/fa21_weisgall_benjamin_final-project-architecture-workshop.md,http://edition640.makingandknowing.org/#/essays/ann_300_ie_19
./docs/fa21_weisgall_benjamin_final-project-architecture-workshop.md,https://edition640.makingandknowing.org/#/essays/ann_329_ie_19
./docs/fa21_weisgall_benjamin_final-project-architecture-workshop.md,https://edition640.makingandknowing.org/#/essays/ann_045_fa_16
./docs/fa21_zayas+waters_elliot+mac_final-project-soundscape.md,https://www-jstor-org.ezproxy.cul.columbia.edu/stable/pdf/j.ctv1xxsqf.4.pdf?refreqid=excelsior%3A675eb21d0da6fc0ccaa4a6aaf8edbd4c
./docs/fa21_zayas+waters_elliot+mac_final-project-soundscape.md,https://edition640.makingandknowing.org/#/essays/ann_022_sp_15
./docs/fa21_zayas+waters_elliot+mac_final-project-soundscape.md,https://www.ams-net.org/ojs/index.php/jmhp/article/view/216
./docs/fa21_zayas+waters_elliot+mac_final-project-soundscape.md,https://edition640.makingandknowing.org/#/essays/ann_302_ie_19
./docs/fa21_zayas+waters_elliot+mac_final-project-soundscape.md,https://www.doi.org/10.7916/027y-d055
./docs/fa21_zayas+waters_elliot+mac_final-project-soundscape.md,https://vpcp.chass.ncsu.edu/
./docs/index-activity-assignments.md,scavenger-hunt_secrets-of-craft.md
./docs/index-activity-assignments.md,scavenger-hunt-2.md
./docs/index-activity-assignments.md,burnsalve.md
./docs/index-activity-assignments.md,breadmolding-assignment.md
./docs/index-activity-assignments.md,stucco-assignment.md
./docs/index-activity-assignments.md,painting-assignment.md
./docs/index-activity-assignments.md,verdigris-assignment.md
./docs/index-activity-assignments.md,https://travelingscriptorium.com/2013/01/17/verdigris/
./docs/index-activity-assignments.md,pigment-cochineal-lake_assignment.md
./docs/index-activity-assignments.md,pigment-madder-lake_assignment.md
./docs/index-activity-assignments.md,sp22_fld_rosenkranz_naomi_madder-lake-trio.md
./docs/index-activity-assignments.md,dyes-assignment.md
./docs/index-activity-assignments.md,azurite-assignment.md
./docs/index-assessment-tools.md,https://ccnmtl.github.io/digital-literacy/
./docs/index-assessment-tools.md,https://www.makingandknowing.org/wp-content/uploads/2019/10/Website-Syllabus_Digital_course.pdf
./docs/index-assessment-tools.md,https://docs.google.com/document/d/11Em2vX-jJw_4QoP62STwVo1i5cNi81ARft9j7gOQsoA/edit?usp=sharing
./docs/index-assessment-tools.md,https://cu-mkp.github.io/diglit-gr8975/
./docs/index-collaborator-courses.md,sp22_nielson_christina_syllabus-arth-295_ingenious-making_web-version.pdf
./docs/index-collaborator-courses.md,sp22_nielson_christina_syllabus-arth-295_ingenious-making_web-version.docx
./docs/index-collaborator-courses.md,https://fieldnotes.makingandknowing.org/
./docs/index-collaborator-courses.md,stucco-assignment.md
./docs/index-collaborator-courses.md,https://edition640.makingandknowing.org/#/folios/120v/f/120v/tl
./docs/index-collaborator-courses.md,pigment-cochineal-lake_assignment.md
./docs/index-collaborator-courses.md,verdigris-assignment.md
./docs/index-collaborator-courses.md,https://oberlin.digication.com/audrey-libatique-ingenious-making/home
./docs/index-collaborator-courses.md,https://oberlin.digication.com/audrey-libatique-ingenious-making/home
./docs/index-collaborator-courses.md,https://oberlin.digication.com/sien-mcfalls-journal-arth295/home
./docs/index-collaborator-courses.md,https://www.rca.ac.uk/news-and-events/news/vrca-history-design-students-explore-early-modern-artistic-materials/
./docs/index-collaborator-courses.md,https://www.vam.ac.uk/blog/tag/making-and-knowing
./docs/index-course-projects.md,https://docs.google.com/document/d/e/2PACX-1vQPLMeJc5B32slPAKIv-4W29hj_G6WR7dVQ7TTbYA7oStHv-Ze7BP5BUkQhUvFgXGXGlylSL6BsL2jT/pub
./docs/index-course-projects.md,SP19_Camps_Ontologies-of-Ms-Fr-640.pdf
./docs/index-course-projects.md,SP19_Bergen_Textual-Analysis-with-Optical-Character-Recognition.pdf
./docs/index-course-projects.md,SP19_Lehnert-Hand-Houser_Material-Qualities-of-the-Page.pdf
./docs/index-course-projects.md,SP19_Kaplan_Indexing-Ingredients.pdf
./docs/index-course-projects.md,SP19_Soto_Chromatic-Index.pdf
./docs/index-course-projects.md,SP19_Chromatic-Index-Presentation.pdf
./docs/index-course-projects.md,SP19_ARGroup.pdf
./docs/index-course-projects.md,SP19_ARGroup-Presentation.pdf
./docs/index-course-projects.md,SP19_ARGroup-Presentation.pptx
./docs/index-course-projects.md,https://docs.google.com/document/d/e/2PACX-1vTdDTbjg3Wo-03RCA7KtszFF-nVyY0ECotExiQK8SnNpBQ_zNC0tBv9f_RUCujxGlTkdFTZiGicbVKO/pub
./docs/index-course-projects.md,su21_branscum_elizabeth_final-project-medicinal.md
./docs/index-course-projects.md,su21_fox_mackenzie_final-project-disorganization.md
./docs/index-course-projects.md,su21_macomber_sophie_final-project-figures.md
./docs/index-course-projects.md,su21_christensen_anna_final-project-natural-things.md
./docs/index-course-projects.md,su21_snyder_mellon_final-project-pigments.pdf
./docs/index-course-projects.md,su21_snyder_mellon_final-project-pigments.pptx
./docs/index-course-projects.md,https://docs.google.com/document/d/e/2PACX-1vSwHOvl3vKELpALapOMMPWTRYaTkVxSn6n9243mOpekLYzlzpIbpmjzZjaRcFnj_RCi3iwNKSm5qBHS/pub
./docs/index-course-projects.md,fa21_steinman_charlie_final-project-ms262.md
./docs/index-course-projects.md,https://github.com/cu-mkp/ms-262-data
./docs/index-course-projects.md,fa21_ghoneima_hana_final-project-oral-culture.md
./docs/index-course-projects.md,fa21_coutavas_allie_final-project-reds.md
./docs/index-course-projects.md,fa21_jacobson_beah_final-project-know.md
./docs/index-course-projects.md,fa21_lin+sundar_danli+anusha_final-project_regimens-remedies.md
./docs/index-course-projects.md,fa21_weisgall_benjamin_final-project-architecture-workshop.md
./docs/index-course-projects.md,fa21_davol_eleanor_final-project-nat-history.pdf
./docs/index-course-projects.md,fa21_alberts_naomi_final-project_ph-lesson.md
./docs/index-course-projects.md,https://catapanoth.com/omandka/exhibits/show/global-ingredients--the-divers
./docs/index-course-projects.md,fa21_atkins+joyce-farley_charlotte+siobhan_pranks.md
./docs/index-course-projects.md,https://youtu.be/BFK71x0bvuE
./docs/index-course-projects.md,fa21_zayas+waters_elliot+mac_final-project-soundscape.md
./docs/index-course-projects.md,https://vimeo.com/672477385
./docs/index-course-projects.md,https://vimeo.com/672823504
./docs/index-course-projects.md,https://vimeo.com/672823543
./docs/index-course-projects.md,https://docs.google.com/document/d/e/2PACX-1vS_I76a42zOm-GfGNZHl4s385XNFV4pkHqBq_x0op2S8LUlqN_-B5ebEPdNxqJ3-O1wWUiyemMA2zF9/pub
./docs/index-course-projects.md,sp22_arocho_alejandra_herodotus-workshop.md
./docs/index-course-projects.md,sp22_dzumala_maciej_discards.pdf
./docs/index-course-projects.md,sp22_lang_theodora_counterproofing.md
./docs/index-course-projects.md,sp22_wei+yang_jianing+luxi_popup.md
./docs/index-course-projects.md,sp22_nebolsin_victoria_final-project_animal-rationality.md
./docs/index-course-projects.md,sp22_donald_maia_final-project_cuttlebone.md
./docs/index-course-projects.md,sp22_bergen+sabet_jamie+sofia_final-project_grotto.md
./docs/index-course-projects.md,su22_fld_cunningham_annika_onion-skin-dyeing.md
./docs/index-course-projects.md,sp22_fld_rosenkranz_naomi_madder-lake-trio.md
./docs/index-digital-projects.md,manuscript-object-tutorial.md
./docs/index-digital-projects.md,categories.md
./docs/index-digital-projects.md,Chaillard_final-report.md
./docs/index-digital-projects.md,Kaufman_final-report.md
./docs/index-digital-projects.md,https://github.com/cu-mkp/m-k-manuscript-data/releases/tag/v1.2.0
./docs/index-digital-projects.md,http://voyant-test.makingandknowing.org:8888/?corpus=6b5b78554b426ede98671e5fdcad294d
./docs/index-digital-projects.md,http://voyant-test.makingandknowing.org:8888/?corpus=b560f05582db17b6eb34356d684e565f
./docs/index-digital-projects.md,https://cu-mkp.github.io/ms-text-analysis/guide_to_searching
./docs/index-digital-projects.md,https://www.clementgodbarge.com/post/visualization/
./docs/index-edition-prototypes.md,https://edition640.makingandknowing.org/
./docs/index-edition-prototypes.md,https://cu-mkp.github.io/2017-workshop-edition/
./docs/index-edition-prototypes.md,https://elotroalex.github.io/ed/
./docs/index-edition-prototypes.md,https://github.com/cu-mkp/2017-workshop-edition
./docs/index-edition-prototypes.md,https://cu-mkp.github.io/GR8975-edition/
./docs/index-edition-prototypes.md,https://github.com/cu-mkp/GR8975-edition
./docs/index-edition-prototypes.md,prototypes-xpmethods.md
./docs/index-edition-prototypes.md,prototypes-bingyan.md
./docs/index-edition-prototypes.md,prototypes-wireframes.md
./docs/index-presentations-reference.md,introduction-paints-pigments_njr_2021.pdf
./docs/index-presentations-reference.md,rosenkranz_2021_lakes_cochineal-history-chem-prep.pdf
./docs/index-presentations-reference.md,rosenkranz_2019_dyes_dye-sample-book_2019-05-03.pdf
./docs/index-presentations-reference.md,rosenkranz_2018_dyes_cochineal-workshop_overview-of-dye-chemistry-history.pdf
./docs/index-presentations-reference.md,rosenkranz_2019-april_dyes_cochineal-history-chem-prep.pdf
./docs/index-presentations-reference.md,rosenkranz_2019_dyes_reconstruction-exchange-case-study-in-16th-century-red-dyes.pdf
./docs/index-presentations-reference.md,http://refashioningrenaissance.eu/
./docs/index-presentations-reference.md,https://refashioningrenaissance.eu/experiments/red-dyes-with-making-knowing/
./docs/index-presentations-reference.md,https://refashioningrenaissance.eu/refashioning-workshop-in-toronto-and-nyc/
./docs/index-presentations-reference.md,rosenkranz_2018_dyes_cochineal-step-by-step.pdf
./docs/Kaufman_final-report.md,https://github.com/ronikaufman
./docs/Kaufman_final-report.md,https://github.com/cu-mkp/manuscript-object/blob/v1.0-ronikaufman/manuscript_visualizations/bubbleplots/languages_bubbles.png?raw=true
./docs/Kaufman_final-report.md,https://github.com/cu-mkp/manuscript-object/blob/v1.0-ronikaufman/manuscript_visualizations/bubbleplots/languages_bubbles_normalized.png?raw=true
./docs/Kaufman_final-report.md,https://github.com/cu-mkp/manuscript-object/blob/v1.0-ronikaufman/manuscript_visualizations/swarmplots/languages_swarmplot.png?raw=true
./docs/Kaufman_final-report.md,https://github.com/cu-mkp/manuscript-object/blob/v1.0-ronikaufman/manuscript_visualizations/barplots/el_tag_by_category_barplot.png?raw=true
./docs/Kaufman_final-report.md,https://github.com/cu-mkp/manuscript-object/blob/v1.0-ronikaufman/manuscript_visualizations/barplots/it_tag_by_category_barplot.png?raw=true
./docs/Kaufman_final-report.md,https://github.com/cu-mkp/manuscript-object/blob/v1.0-ronikaufman/manuscript_visualizations/barplots/la_tag_by_category_barplot.png?raw=true
./docs/Kaufman_final-report.md,https://github.com/cu-mkp/manuscript-object/blob/v1.0-ronikaufman/manuscript_visualizations/barplots/oc_tag_by_category_barplot.png?raw=true
./docs/Kaufman_final-report.md,https://github.com/cu-mkp/manuscript-object/blob/v1.0-ronikaufman/manuscript_visualizations/barplots/po_tag_by_category_barplot.png?raw=true
./docs/Kaufman_final-report.md,https://github.com/cu-mkp/manuscript-object/blob/v1.0-ronikaufman/manuscript_visualizations/barplots/add_del_tag_by_category_barplot.png?raw=true
./docs/Kaufman_final-report.md,https://github.com/cu-mkp/manuscript-object/blob/v1.0-ronikaufman/manuscript_visualizations/barplots/figures_marks_barplot.png?raw=true
./docs/Kaufman_final-report.md,https://github.com/cu-mkp/manuscript-object/blob/v1.0-ronikaufman/manuscript_visualizations/barplots/tc_semantic_tags_size_barplot.png?raw=true
./docs/Kaufman_final-report.md,https://github.com/cu-mkp/manuscript-object/blob/v1.0-ronikaufman/manuscript_visualizations/barplots/tcn_semantic_tags_size_barplot.png?raw=true
./docs/Kaufman_final-report.md,https://github.com/cu-mkp/manuscript-object/blob/v1.0-ronikaufman/manuscript_visualizations/barplots/tl_semantic_tags_size_barplot.png?raw=true
./docs/Kaufman_final-report.md,https://github.com/cu-mkp/manuscript-object/blob/v1.0-ronikaufman/manuscript_visualizations/barplots/categories_barplot.png?raw=true
./docs/manuscript-object-tutorial.md,https://raw.githubusercontent.com/cu-mkp/manuscript-object/master/projects/visualizations/scatter.png
./docs/manuscript-object-tutorial.md,https://raw.githubusercontent.com/cu-mkp/manuscript-object/master/projects/visualizations/hist.png
./docs/materials.md,../images/materials-aadv-collection-2.png?raw=true
./docs/materials.md,../images/materials-cbwg-collection-5.png?raw=true
./docs/materials.md,../images/materials-rsdt-collection-2.png?raw=true
./docs/materials.md,../images/materials-wlmg-collection-5.png?raw=true
./docs/painting-assignment.md,painting_assignment_downloadable_2021.pdf
./docs/painting-assignment.md,../images/painting-header.png?raw=true
./docs/painting-assignment.md,docs/introduction-paints-pigments_njr_2021.pdf
./docs/painting-assignment.md,../images/painting-pigment+binding-media.png?raw=true
./docs/painting-assignment.md,http://shop.kremerpigments.com/en/mediums--binders-und-glues/water-soluble-binders/gum-arabic-powder-63330:.html
./docs/painting-assignment.md,https://www.dickblick.com/items/13640-1021/
./docs/painting-assignment.md,https://www.amazon.com/gp/product/B07X7W2MXG/ref=ppx_yo_dt_b_asin_title_o05_s00?ie=UTF8&amp;psc=1
./docs/painting-assignment.md,https://shop.kremerpigments.com/us/shop/pigments/10200-azurite-natural-standard.html
./docs/painting-assignment.md,http://www.earthpigments.com/colonial-yellow-ocher-pigment/
./docs/painting-assignment.md,https://shop.kremerpigments.com/us/
./docs/painting-assignment.md,https://www.naturalpigments.com/
./docs/painting-assignment.md,https://www.earthpigments.com/
./docs/painting-assignment.md,https://www.cornelissen.com/
./docs/painting-assignment.md,https://www.naturalpigments.com/glass-muller.html?___store=default
./docs/painting-assignment.md,https://shop.kremerpigments.com/us/shop/tools-packaging-supplies/bone-folder-mortars-pestles-glass-mullers-sieves/glass-mullers-palettes/
./docs/painting-assignment.md,https://shop.kremerpigments.com/us/shop/tools-packaging-supplies/bone-folder-mortars-pestles-glass-mullers-sieves/glass-mullers-palettes/883340-glass-muller-small.html
./docs/painting-assignment.md,https://shop.kremerpigments.com/us/shop/tools-packaging-supplies/bone-folder-mortars-pestles-glass-mullers-sieves/glass-mullers-palettes/883348-glass-muller-medium.html
./docs/painting-assignment.md,https://shop.kremerpigments.com/us/shop/tools-packaging-supplies/bone-folder-mortars-pestles-glass-mullers-sieves/glass-mullers-palettes/883343-glass-muller-large-made-in-new-york.html
./docs/painting-assignment.md,https://www.amazon.com/gp/product/B00CZNHJT0/ref=ppx_yo_dt_b_search_asin_title?ie=UTF8&amp;psc=1
./docs/painting-assignment.md,https://www.youtube.com/watch?v=9cUDDQt7xfs
./docs/painting-assignment.md,https://www.youtube.com/watch?v=GvLkNoWjKz0
./docs/painting-assignment.md,https://www.flickr.com/photos/128418753@N06/albums/72157719202757564
./docs/painting-assignment.md,https://www.flickr.com/photos/128418753@N06/albums/72157674477187162/with/30784536062/
./docs/painting-assignment.md,https://photos.app.goo.gl/zZC1eMcy916euAVk8
./docs/painting-assignment.md,https://docs.google.com/presentation/d/1tncT6RHgFlqjv9uYamKNkr637qL4c0J_-9eUZAce5nY/edit?usp=sharing
./docs/painting-assignment.md,https://www.metmuseum.org/about-the-met/conservation-and-scientific-research/paper-conservation/symposia-and-academic-activities
./docs/painting-assignment.md,https://www.naturalpigments.com/artist-materials/cat/art-paint-supplies/post/how-to-make-water-based-paint/
./docs/painting-assignment.md,https://www.youtube.com/watch?v=zK0mXF2eXjw
./docs/painting-assignment.md,https://www.youtube.com/watch?v=1bGcEjn2KLk
./docs/painting-assignment.md,https://www.naturalpigments.com/artist-materials/how-to-make-water-based-paint/
./docs/painting-assignment.md,https://www.scribalworkshop.com/blog/2019/6/5/mulling-paint-a-beginner-ish-guide
./docs/painting-assignment.md,https://joyorkart.co.uk/working-with-pure-artists-pigments/
./docs/painting-assignment.md,https://www.artistsnetwork.com/art-techniques/make-your-own-paint/
./docs/painting-assignment.md,https://www.earthpigments.com/artists-egg-tempera/
./docs/painting-assignment.md,../images/pigment-card.png?raw=true
./docs/painting-assignment.md,https://www.artcons.udel.edu/outreach/kress
./docs/painting-assignment.md,http://cameo.mfa.org/wiki/Main_Page
./docs/painting-assignment.md,https://www.fitzmuseum.cam.ac.uk/illuminated/lab/lab/overview-of-artists-materials
./docs/painting-assignment.md,https://faculty.franklin.uga.edu/ctcamp/medieval-pigments-creation-and-analysis
./docs/painting-assignment.md,https://travelingscriptorium.wordpress.com/
./docs/painting-assignment.md,https://arb.mpiwg-berlin.mpg.de/node/1
./docs/painting-assignment.md,https://www.naturalpigments.com/artist-materials/cat/natural-pigments-supplies/post/artist-color-theory-study/
./docs/painting-assignment.md,https://www.naturalpigments.com/artist-materials/cat/natural-pigments-supplies/post/paint-glossary-terminology/
./docs/painting-assignment.md,https://www.naturalpigments.com/artist-materials/cat/natural-pigments-supplies/post/water-based-paint-pigments/
./docs/painting-assignment.md,https://www.naturalpigments.com/artist-materials/cat/natural-pigments-supplies/post/how-to-make-water-based-paint/
./docs/painting-assignment.md,https://www.naturalpigments.com/artist-materials/cat/natural-pigments-supplies/post/tutorial-how-make-paint/
./docs/painting-assignment.md,https://www.naturalpigments.com/artist-materials/cat/natural-pigments-supplies/post/transparent-opaque-paints/
./docs/painting-assignment.md,painting_assignment_downloadable_2021.pdf
./docs/pigment-cochineal-lake_assignment.md,pigment-cochineal-lake_assignment_downloadable_2021.pdf?raw=true
./docs/pigment-cochineal-lake_assignment.md,../images/pigment-cochineal_header.png?raw=true
./docs/pigment-cochineal-lake_assignment.md,./rosenkranz_2021_lakes_cochineal-history-chem-prep.pdf
./docs/pigment-cochineal-lake_assignment.md,./introduction-paints-pigments_njr_2021.pdf
./docs/pigment-cochineal-lake_assignment.md,../images/cochineal-presentation.png?raw=true
./docs/pigment-cochineal-lake_assignment.md,../images/cochineal-plant.jpg?raw=true
./docs/pigment-cochineal-lake_assignment.md,https://www.bbc.com/news/business-43786055
./docs/pigment-cochineal-lake_assignment.md,../images/cochineal-dyes.png?raw=true
./docs/pigment-cochineal-lake_assignment.md,../images/cochineal-paintings.png?raw=true
./docs/pigment-cochineal-lake_assignment.md,../images/pigment-lake-overview.png?raw=true
./docs/pigment-cochineal-lake_assignment.md,https://shop.kremerpigments.com/us/shop/dyes-vegetable-color-paints/natural-organic-dyes-vegetable-color-paints/36040-cochineal.html
./docs/pigment-cochineal-lake_assignment.md,https://shop.kremerpigments.com/us/shop/solvents-chemicals-additives/chemicals/64100-potash-alum.html
./docs/pigment-cochineal-lake_assignment.md,https://shop.kremerpigments.com/us/shop/solvents-chemicals-additives/64040-potash.html
./docs/pigment-cochineal-lake_assignment.md,https://shop.kremerpigments.com/us/shop/dyes-vegetable-color-paints/natural-organic-dyes-vegetable-color-paints/36040-cochineal.html
./docs/pigment-cochineal-lake_assignment.md,https://shop.kremerpigments.com/us/shop/solvents-chemicals-additives/chemicals/64100-potash-alum.html
./docs/pigment-cochineal-lake_assignment.md,https://shop.kremerpigments.com/us/shop/solvents-chemicals-additives/64040-potash.html
./docs/pigment-cochineal-lake_assignment.md,https://www.thekitchn.com/technique-how-to-make-and-use-70190
./docs/pigment-madder-lake_assignment.md,./rosenkranz_2021_lakes_cochineal-history-chem-prep.pdf
./docs/pigment-madder-lake_assignment.md,sp22_fld_rosenkranz_naomi_madder-lake-trio.md
./docs/pigment-madder-lake_assignment.md,../images/madder-roots.jpg?raw=true
./docs/pigment-madder-lake_assignment.md,http://thedomesticsoundscape.com/wordpress/?attachment_id=3451
./docs/pigment-madder-lake_assignment.md,https://shop.kremerpigments.com/us/shop/dyes-vegetable-color-paints/37201-madder-roots-ground-with-pieces.html
./docs/pigment-madder-lake_assignment.md,https://shop.kremerpigments.com/us/shop/solvents-chemicals-additives/chemicals/64100-potash-alum.html
./docs/pigment-madder-lake_assignment.md,https://shop.kremerpigments.com/us/shop/solvents-chemicals-additives/64040-potash.html
./docs/pigment-madder-lake_assignment.md,https://shop.kremerpigments.com/us/shop/dyes-vegetable-color-paints/37201-madder-roots-ground-with-pieces.html
./docs/pigment-madder-lake_assignment.md,https://shop.kremerpigments.com/us/shop/solvents-chemicals-additives/chemicals/64100-potash-alum.html
./docs/pigment-madder-lake_assignment.md,https://shop.kremerpigments.com/us/shop/solvents-chemicals-additives/64040-potash.html
./docs/pigment-madder-lake_assignment.md,https://shop.kremerpigments.com/us/shop/dyes-vegetable-color-paints/37201-madder-roots-ground-with-pieces.html
./docs/pigment-madder-lake_assignment.md,https://shop.kremerpigments.com/us/shop/solvents-chemicals-additives/chemicals/64100-potash-alum.html
./docs/pigment-madder-lake_assignment.md,https://shop.kremerpigments.com/us/shop/solvents-chemicals-additives/64040-potash.html
./docs/pigment-madder-lake_assignment.md,https://www.thekitchn.com/technique-how-to-make-and-use-70190
./docs/prototypes-bingyan.md,../images/prototypes-bingyan.png?raw=true
./docs/prototypes-wireframes.md,../images/prototypes-wireframe-simple.jpg?raw=true
./docs/prototypes-wireframes.md,https://edition640.makingandknowing.org/#/folios/109r/f/109r/tl
./docs/prototypes-wireframes.md,../images/prototypes-wireframe-109r.jpg?raw=true
./docs/prototypes-wireframes.md,https://edition640.makingandknowing.org/#/folios/124v/f/124v/tl
./docs/prototypes-wireframes.md,../images/prototypes-wireframe-124v.jpg?raw=true
./docs/prototypes-xpmethods.md,https://xpmethod.columbia.edu/
./docs/prototypes-xpmethods.md,http://xpmethod.plaintext.in/making-knowing/
./docs/prototypes-xpmethods.md,http://xpmethod.plaintext.in/events/public-discourse/pamela-smith.html
./docs/prototypes-xpmethods.md,../images/prototypes-xpmethods-mspage.png?raw=true
./docs/prototypes-xpmethods.md,http://xpmethod.plaintext.in/making-knowing/field-notes.html
./docs/prototypes-xpmethods.md,http://xpmethod.plaintext.in/making-knowing//waxmolding.html
./docs/prototypes-xpmethods.md,../images/prototypes-xpmethods-fieldnotes.png?raw=true
./docs/scavenger-hunt-2.md,scavenger-hunt-recon_downloadable_2022.pdf
./docs/scavenger-hunt-2.md,https://edition640.makingandknowing.org
./docs/scavenger-hunt-2.md,https://edition640.makingandknowing.org/#/folios
./docs/scavenger-hunt-2.md,https://edition640.makingandknowing.org/#/folios/5r/f/5r/tl
./docs/scavenger-hunt-2.md,https://edition640.makingandknowing.org/#/folios/10r/f/10r/tl
./docs/scavenger-hunt-2.md,https://edition640.makingandknowing.org/#/folios/34r/tl
./docs/scavenger-hunt-2.md,https://edition640.makingandknowing.org/#/folios/124v/f/124v/tl
./docs/scavenger-hunt-2.md,https://edition640.makingandknowing.org/#/folios/152r/f/152r/tl
./docs/scavenger-hunt-2.md,https://edition640.makingandknowing.org/#/entries
./docs/scavenger-hunt-2.md,https://edition640.makingandknowing.org/#/essays
./docs/scavenger-hunt-2.md,https://edition640.makingandknowing.org/#/content/resources
./docs/scavenger-hunt-2.md,http://www.makingandknowing.org/
./docs/scavenger-hunt-2.md,https://edition640.makingandknowing.org/#/essays/ann_329_ie_19
./docs/scavenger-hunt-2.md,https://edition640.makingandknowing.org/#/essays/ann_300_ie_19
./docs/scavenger-hunt-2.md,https://cu-mkp.github.io/sandbox/
./docs/scavenger-hunt_secrets-of-craft.md,https://edition640.makingandknowing.org
./docs/scavenger-hunt_secrets-of-craft.md,http://www.makingandknowing.org/
./docs/scavenger-hunt_secrets-of-craft.md,https://edition640.makingandknowing.org/#/essays/ann_329_ie_19
./docs/scavenger-hunt_secrets-of-craft.md,https://edition640.makingandknowing.org/#/essays/ann_300_ie_19
./docs/scavenger-hunt_secrets-of-craft.md,https://cu-mkp.github.io/sandbox/
./docs/scavenger-hunt_secrets-of-craft.md,https://teaching640.makingandknowing.org/
./docs/sp22_arocho_alejandra_herodotus-workshop.md,https://www.college.columbia.edu/core/lithum
./docs/sp22_arocho_alejandra_herodotus-workshop.md,https://www.college.columbia.edu/core/core
./docs/sp22_arocho_alejandra_herodotus-workshop.md,https://global.oup.com/ukhe/product/the-histories-9780199535668?cc=us&lang=en&
./docs/sp22_arocho_alejandra_herodotus-workshop.md,https://edition640.makingandknowing.org/#/folios/162r
./docs/sp22_arocho_alejandra_herodotus-workshop.md,https://edition640.makingandknowing.org/#/folios/166r/f/166r/tc
./docs/sp22_arocho_alejandra_herodotus-workshop.md,https://docs.google.com/spreadsheets/d/11EZtLlVSwX3auZ0Na5MkB26sl9pCNkwA-yrqtDmYUMk/edit#gid=0
./docs/sp22_arocho_alejandra_herodotus-workshop.md,https://edition640.makingandknowing.org/#/folios/13r/f/13r/tc
./docs/sp22_arocho_alejandra_herodotus-workshop.md,https://edition640.makingandknowing.org/#/folios/120v/f/120v/tc
./docs/sp22_arocho_alejandra_herodotus-workshop.md,https://edition640.makingandknowing.org/#/folios/162r
./docs/sp22_arocho_alejandra_herodotus-workshop.md,https://edition640.makingandknowing.org/#/folios/166r/f/166r/tc
./docs/sp22_arocho_alejandra_herodotus-workshop.md,https://global.oup.com/ukhe/product/the-histories-9780199535668?cc=us&lang=en&
./docs/sp22_arocho_alejandra_herodotus-workshop.md,https://global.oup.com/ukhe/product/the-histories-9780199535668?cc=us&lang=en&
./docs/sp22_arocho_alejandra_herodotus-workshop.md,https://edition640.makingandknowing.org/#/essays/ann_320_ie_19
./docs/sp22_arocho_alejandra_herodotus-workshop.md,https://edition640.makingandknowing.org/#/essays/ann_300_ie_19
./docs/sp22_bergen+sabet_jamie+sofia_final-project_grotto.md,"https://digi.ub.uni-heidelberg.de/diglit/caus1620/0034/image,info,thumbs"
./docs/sp22_bergen+sabet_jamie+sofia_final-project_grotto.md,https://edition640.makingandknowing.org/#/folios/118r/tl
./docs/sp22_bergen+sabet_jamie+sofia_final-project_grotto.md,https://edition640.makingandknowing.org/#/folios/124v/f/124v/tl
./docs/sp22_bergen+sabet_jamie+sofia_final-project_grotto.md,https://edition640.makingandknowing.org/#/folios/118r/f/118r/tl
./docs/sp22_bergen+sabet_jamie+sofia_final-project_grotto.md,https://edition640.makingandknowing.org/#/folios/130r/f/130r/tl
./docs/sp22_bergen+sabet_jamie+sofia_final-project_grotto.md,https://edition640.makingandknowing.org/#/folios/40r/f/40r/tl
./docs/sp22_bergen+sabet_jamie+sofia_final-project_grotto.md,https://edition640.makingandknowing.org/#/folios/118r/tl
./docs/sp22_bergen+sabet_jamie+sofia_final-project_grotto.md,https://www.flickr.com/photos/128418753@N06/albums/72177720299168770
./docs/sp22_bergen+sabet_jamie+sofia_final-project_grotto.md,https://edition640.makingandknowing.org/#/folios/29r/f/29r/tl
./docs/sp22_bergen+sabet_jamie+sofia_final-project_grotto.md,https://edition640.makingandknowing.org/#/essays/ann_063_fa_17
./docs/sp22_donald_maia_final-project_cuttlebone.md,https://edition640.makingandknowing.org/#/folios/91r/f/91r/tl
./docs/sp22_donald_maia_final-project_cuttlebone.md,https://edition640.makingandknowing.org/#/folios/145r/f/145r/tl
./docs/sp22_donald_maia_final-project_cuttlebone.md,https://creativecommons.org/licenses/by-nc-sa/4.0/
./docs/sp22_donald_maia_final-project_cuttlebone.md,https://edition640.makingandknowing.org/#/folios/145r/f/145r/tl
./docs/sp22_donald_maia_final-project_cuttlebone.md,https://creativecommons.org/licenses/by-nc-sa/4.0/
